exchange,market,best bid (USD),bid depth (BNB), best ask (USD),ask depth (BNB), market price (USD),total depth (BNB)
yobit,BNB/USD,12.01651204,0.41609411,12.49516512,1.57118798,12.394945464057065,1.98728209
