exchange,market,best bid (USD),bid depth (HOT), best ask (USD),ask depth (HOT), market price (USD),total depth (HOT)
yobit,HOT/USD,0.00117874,16216.22,0.0013996,4208.02950733,0.0012242440170095533,20424.24950733
